1.0763,1.0342,-1
0.61636,1.1949,-1
2.2078,0.34457,-1
2.3849,0.79153,-1
2.056,1.3325,-1
2.2964,0.54129,-1
2.8074,2.8094,-1
3.4599,0.95978,-1
0.95549,0.09583,-1
3.8038,3.0416,-1
1.1379,2.3854,-1
1.5054,0.53237,-1
2.1118,2.5948,-1
0.53631,-1.0418,-1
1.1253,0.067294,-1
1.0181,0.37277,-1
0.74025,0.056458,-1
1.0505,-0.65315,-1
0.96825,-1.3574,-1
1.4985,0.3751,-1
1.6316,2.7934,-1
1.3313,2.0734,-1
0.0946,0.34105,-1
3.7895,3.1408,-1
0.35251,-0.042357,-1
3.2034,1.9466,-1
3.3105,1.5146,-1
1.5214,1.089,-1
0.78762,-0.66714,-1
3.3988,2.5542,-1
2.5694,-0.87046,-1
0.91858,-0.98203,-1
2.0854,1.8461,-1
0.3412,0.15276,-1
3.8849,1.8703,-1
2.6638,-0.62919,-1
0.61176,-0.8391,-1
3.6155,3.2893,-1
0.26346,-0.033821,-1
0.84581,-2.6106,-1
2.5647,1.2034,-1
2.8718,2.7831,-1
2.1487,2.8125,-1
4.1208,2.0959,-1
1.6199,0.72142,-1
1.3909,-0.23819,-1
2.4039,2.1344,-1
0.75629,-1.098,-1
1.6817,-0.95226,-1
2.4608,0.54395,-1
1.5713,2.0161,-1
2.0096,-0.15843,-1
1.3072,1.0021,-1
3.2846,0.56747,-1
1.903,3.299,-1
3.6857,2.5108,-1
1.2241,-0.98226,-1
1.4654,2.1704,-1
1.7731,-0.88429,-1
2.6101,-0.7919,-1
1.6028,1.5896,-1
1.0316,-0.17031,-1
0.63175,-1.0362,-1
2.305,2.5912,-1
0.74543,-1.2634,-1
2.8509,4.6981,-1
2.9216,1.3049,-1
2.8378,0.66963,-1
2.5356,3.9888,-1
1.6854,1.8704,-1
2.7109,0.41642,-1
1.7645,2.1755,-1
2.443,0.74737,-1
3.3578,2.6176,-1
2.6657,2.722,-1
3.7002,1.8364,-1
1.2852,0.60925,-1
0.35098,1.151,-1
1.7142,0.67722,-1
3.1508,2.8458,-1
3.3659,0.29919,-1
2.8944,1.1677,-1
0.6474,1.2892,-1
0.063674,1.063,-1
2.183,-0.01454,-1
2.8812,0.99826,-1
1.3786,1.0498,-1
3.4183,2.1533,-1
1.8338,2.1214,-1
0.73112,1.3975,-1
2.2805,-0.73299,-1
0.94911,-0.15967,-1
1.5103,0.71015,-1
1.2298,-0.01909,-1
2.1754,-0.25666,-1
2.9295,0.78464,-1
1.8435,-0.7011,-1
2.3146,-0.72282,-1
0.92296,-0.42319,-1
2.3464,2.4044,-1
2.6083,0.854,-1
2.778,3.1631,-1
2.2718,1.3107,-1
0.469,0.62918,-1
3.3272,2.8675,-1
1.8036,-0.56989,-1
3.0055,2.9825,-1
2.4237,1.2051,-1
0.11989,-0.507,-1
2.2407,1.1742,-1
3.6689,2.514,-1
0.98013,0.60207,-1
2.2084,0.46434,-1
2.4298,2.7749,-1
1.7128,-0.58917,-1
0.8439,0.55076,-1
1.8531,-0.91229,-1
3.0489,1.8302,-1
2.4377,1.36,-1
1.6467,0.6561,-1
2.8524,2.4895,-1
2.4749,-0.05081,-1
2.9935,-0.66581,-1
2.7088,3.1449,-1
1.9173,5.3197,-1
2.3098,0.51503,-1
2.7443,1.8062,-1
1.8014,1.6392,-1
1.1836,1.6173,-1
2.8303,0.38029,-1
1.467,0.056321,-1
1.5656,1.1895,-1
2.3732,0.20542,-1
-0.0059273,1.0047,-1
3.1768,3.1809,-1
1.8665,2.9758,-1
2.6518,-0.1215,-1
1.6189,2.6627,-1
0.80955,-0.53637,-1
2.2237,-0.15743,-1
1.3582,1.3717,-1
0.64974,-0.21605,-1
1.7389,-0.10646,-1
3.702,2.3271,-1
0.99544,-0.4802,-1
1.1831,0.60053,-1
1.2122,0.78975,-1
2.5841,1.0241,-1
2.8556,1.5145,-1
1.876,1.2442,-1
0.84567,-0.047399,-1
0.63294,2.1736,-1
3.5563,0.95054,-1
0.58892,1.9727,-1
0.77974,-0.034659,-1
1.1723,-0.19568,-1
1.8147,1.5724,-1
2.4932,-2.9588,-1
1.4189,-0.3366,-1
2.6184,3.4031,-1
2.2407,1.659,-1
1.3714,1.4363,-1
0.441,-1.328,-1
2.1939,0.41046,-1
2.0422,0.40141,-1
2.5139,0.052067,-1
1.1839,0.55775,-1
2.6033,0.88396,-1
3.3037,-0.078257,-1
2.2203,-1.042,-1
3.3889,0.30921,-1
2.1745,-0.62818,-1
3.4765,0.79816,-1
0.49952,-1.5359,-1
2.2683,0.86224,-1
1.6177,0.25089,-1
2.4213,0.62414,-1
0.74337,0.94927,-1
0.72371,0.14345,-1
1.5283,0.41102,-1
0.799,-2.1625,-1
1.9354,0.90483,-1
1.4441,3.6376,-1
2.2638,1.8307,-1
1.3382,1.5983,-1
1.0998,-1.245,-1
1.6771,1.2469,-1
2.2225,0.13535,-1
3.1077,2.1808,-1
1.7794,-1.0543,-1
1.5464,2.3698,-1
2.2589,-0.50237,-1
1.6458,0.063869,-1
0.5929,2.1695,-1
1.314,1.4677,-1
2.6124,-0.23345,-1
-0.20201,2.0142,-1
2.1234,-0.18126,-1
2.9763,2.2426,-1
2.7209,2.0913,-1
6.9079,0.53468,1
5.3589,6.1072,1
3.9436,5.2915,1
3.6307,1.0677,1
0.46362,1.3224,1
5.2195,3.0729,1
2.0868,2.2536,1
3.6111,4.8087,1
5.1393,4.4445,1
4.4436,4.2576,1
4.33,6.0159,1
3.2894,1.5149,1
3.088,4.8465,1
3.7404,7.7161,1
5.0441,5.0553,1
3.1817,5.6549,1
4.1881,6.1619,1
3.4958,6.6475,1
2.9661,1.497,1
2.8412,3.4703,1
4.0152,2.352,1
4.5522,2.8788,1
2.1448,0.053583,1
3.0889,4.8003,1
4.7696,4.4728,1
3.1556,10.175,1
4.5917,5.3266,1
5.0129,4.2062,1
2.7304,-0.70353,1
4.81,5.3345,1
3.8477,1.0781,1
4.4324,4.362,1
2.6677,5.0945,1
4.3824,7.6122,1
3.369,4.3972,1
4.3317,1.0486,1
3.0452,2.5723,1
2.2086,6.2321,1
3.6849,4.1365,1
3.0275,4.362,1
4.4198,5.333,1
3.427,1.9259,1
5.0724,3.0508,1
4.2608,2.8484,1
3.4405,6.6549,1
4.1914,3.9163,1
4.3554,2.1022,1
4.9025,3.5657,1
4.0149,5.821,1
0.29898,3.9397,1
4.9556,6.4655,1
4.975,3.4437,1
4.2976,-0.64893,1
3.2685,2.1379,1
3.6233,4.0864,1
3.5147,2.7753,1
4.5472,6.2903,1
3.6168,0.83195,1
2.9447,4.2554,1
3.7663,3.46,1
3.08,-1.4875,1
3.6734,7.7499,1
2.1244,1.5458,1
4.1848,4.677,1
3.1313,5.3845,1
6.2734,3.4121,1
5.4597,6.4036,1
4.6894,5.631,1
3.0019,1.9582,1
3.6137,5.4946,1
3.36,3.3882,1
5.2397,0.60687,1
